BARDID,VesselID,RegistrationNumber,VesselEvent1,VesselEvent2,VesselEvent3,OtherVesselEvent,VesselCause1,VesselCause2,VesselCause3,OtherVesselCause,VesselEquipmentFailure,OtherEquipmentFailure,VesselMachineryFailure,OtherMachineryFailure,OperatorGender,OperatorAge,OperatorExperience,OperatorOtherEducation,OperatorEducation,OperatorPFDWorn,OperatorUsingAlcohol,OperatorUsingDrugs,WeatherReportsConsulted,InternetTrainingOrganization,EngineCutOffSwitchUsed,OWIArrest,BAC,DocumentNumber,HistoricalCodingVesselType,VesselType,OtherVesselType,Length,EngineType,OtherEngineType,HullMaterial,OtherHullMaterial,FuelType,Propulsion,Operation,OtherOperation,Activity,OtherActivity,RentedBoat,Manufacturer,Model,HIN,EngineManufacturer,VesselName,NumberofEngines,Horsepower,BeamWidth,DepthinFeet,DepthinInches,ModelYear,NumberBoatingCitations,VesselaCompleteLoss,NumberPeopleOnboard,NumberPeopleTowed,NumberPeopleWearingLifeJackets,NumberLifeJacketsOnboard,NumberFireExtOnboard,NumberFireExtUsed,DamagetoVessel,VesselDamageDescription,DamagetoNonVesselProperty,NonVesselPropertyDamageDescription,AmountFireExtUsed,FireExtType,NumberDeaths,NumberInjured
OH-2023-0098,1,,Collision with submerged object,,,,Improper lookout,,,,,,,,-1,63,Over 500 hours,,Unknown,N,N,N,Y,,N,,,1044932,,Cabin motorboat,,44,Inboard,,Fiberglass,,Diesel,Propeller,Cruising,,Boating/relaxation,,0,Trojan,440 Express,TRJEA126A696,Cummins,Party Hardy,2,1900,14,7,10,1996,,N,4,0,,10,3,0,4000.0,"Propeller damage, shaft and shaft bearing",,,,,0.0,0.0
OH-2023-0099,1,OH 3356 EW,Collision with fixed object,Flooding/swamping,,,Operator inattention,Improper lookout,,,,,,,-1,76,Over 500 hours,,No education,N,,,Y,,N,,,,,Cabin motorboat,,32,Inboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Wellcraft,St. Tropez,WELC1314G586,Twin Mercruiser 454,,2,260,11,,,1986,,Y,3,0,,8,2,0,11800.0,Large hole in hull / sunken condition,,,,B,0.0,0.0
OH-2023-0101,1,NY 9986 EW,Falls overboard,,,,Operator inexperience,,,,,,,,-1,75,10 to 100 hours,,Unknown,N,N,N,,,N,,,,,Open motorboat,,16,Outboard,,Aluminum,,Gas,Propeller,At anchor,,Fishing,,0,Lund,Laker,LUN603381596,Suzuki,,2,26,6,,,1996,,N,1,0,,3,1,0,0.0,No damage,,,,A,1.0,0.0
OH-2023-0102,1,OH 5883 ZG,Collision with submerged object,Flooding/swamping,,,Improper lookout,Operator inexperience,,,,,,,-1,43,Under 10 hours,,No education,N,N,N,N,,N,,,,,Open motorboat,,19,Inboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Malibu,Skier,MBZTA086L990,Monsoon,,1,250,7,,21,1990,,Y,3,0,,,,0,5899.0,"Rudder damage, engine alignment and fiberglass damage, windshield and side window damage",,,,,0.0,0.0
OH-2023-0104,1,OH 6128 CS,Grounding,,,,Improper lookout,Operator inexperience,,,,,,,-1,51,Over 500 hours,,US Power Squadrons,N,N,N,Y,,,,,,,Cabin motorboat,,41,Inboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Chris Craft,Amerosport 412,CCHEU050C787,Mercruiser Crusader 454,Argumetn,2,700,12,6,,1987,,N,1,0,,18,3,0,2000.0,"Propellers damaged from impact, starboard propeller blade sheared off",,,,AB,0.0,0.0
OH-2023-0106,1,OH 4681 FX,Collision with fixed object,Person ejected from vessel,,,Improper lookout,Operator inattention,Operator inexperience,,,,,,-1,66,Over 500 hours,,No education,N,N,N,N,,N,,,,,Open motorboat,,16,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Fishing,,0,Lund,Mr Pike,LUNA0490M79H,Yamaha,,1,50,6,,20,1979,,Y,2,0,,2,1,0,1000.0,Vessel hull has large dents and tears in the metal,,,,,0.0,0.0
OH-2023-0107,1,OH 8376 GL,Flooding/swamping,Capsizing,Person ejected from vessel,,Overloading,Operator inexperience,,,,,,,-1,18,10 to 100 hours,,No education, ,N,N,N,,N,,,,,Open motorboat,,15,Outboard,,Aluminum,,Gas,Propeller,Changing direction,,Hunting,,0,Lowe,Lake Jon,LWNP2158M77C,Generac,SS Hairy Beaver,1,13,4,1,3,1977,,N,5,0,,3,,0,,,2700.0,"Two cell phones, one shotgun, and one scoped rifle",,,0.0,0.0
OH-2023-0108,1,OH 3478 CF,Collision with recreational vessel,,,,Operator inattention,,,,,,,,-1,65,Unknown,,Unknown, ,,,,,,,,,,Cabin motorboat,,20,Sterndrive,,Fiberglass,,Gas,Propeller,Changing direction,,Boating/relaxation,,0,Regal,2150 LSC,RGMFE684E898,,,1,190,8,,,1998,,N,2,0,,,,0,,no damage reported,,,,,0.0,0.0
OH-2023-0108,2,OH 6830 GE,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Cabin motorboat,,31,Inboard,,Fiberglass,,Gas,Propeller,Tied to dock/mooring,,Boating/relaxation,,0,Four Winns,310 Horizon,GFNCH0261708,,,2,,,,,2008,,N,2,0,,12,2,0,2709.0,Fiberglass damage,,,,B,0.0,0.0
OH-2023-0109,1,OH 9278 GK,Grounding,,,,Operator inexperience,Operator inattention,,,,,,,-1,66,101 to 500 hours,,Unknown,N,N,N,Y,,,,,,,Open motorboat,,18,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,0,Duck Water,Back Bay 18,FQA10693B223,Suzuki,,1,90,4,,,2023,,N,2,0,,2,1,0,3500.0,Lower unit of outboard motor damaged,,,,AB,0.0,0.0
OH-2023-0110,1,OH 12767 C,Flooding/swamping,Sinking,Person ejected from vessel,,Overloading,Operator inexperience,Weather,,,,,,-1,26,Under 10 hours,,Unknown,Y,,,Y,,,,,,,Kayak,,10,No engine,,Plastic,,No fuel,Manual,Rowing/paddling,,Hunting,,0,Pelican,,ZEP19525D323,,,0,0,,,,2023,,Y,1,0,,1,,0,600.0,Kayak sank to bottom of marsh,500.0,Lost shotgun and ammunition,,,0.0,1.0
OH-2023-0111,1,OH 5611 GH,Collision with recreational vessel,,,,Operator inexperience,Force of wake/wave,,,,,,,-1,58,Unknown,,Unknown, ,N,N,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Changing speed,,Boating/relaxation,,0,Yamaha,GP 1800,YAMA1755E121,Yamaha,,1,350,4,,,2021,,N,2,0,,2,1,0,,No damage reported,,,,,0.0,0.0
OH-2023-0111,2,OH 3418 FY,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Open motorboat,,22,Inboard,,Fiberglass,,Gas,Propeller,Tied to dock/mooring,,None; not in use,,0,Mastercraft,,MBCNGHV9C819,,,1,,,,,2019,,N,0,0,,,,0,48251.0,Heavy structural and hull damage,,,,,0.0,0.0
OH-2023-0112,1,OH 6053 YU,Grounding,Flooding/swamping,Flooding/swamping,,Improper anchoring,,,,,,,,-1,39,Over 500 hours,,No education, ,N,N,Y,,N,,,,,Cabin motorboat,,26,Inboard,,Fiberglass,,Gas,Propeller,Drifting,,Boating/relaxation,,0,Sea Ray,26 Sun Dancer,SERM79431687,Mercruiser,RX T SEA,1,260,8,5,,1987,,Y,1,0,,8,2,0,11500.0,Total loss - smashed against rocks,,,,,0.0,0.0
OK-2023-0001,1,9303EM,Collision with fixed object,,,,Operator inexperience,Excessive speed,Operator inattention,,,,,,-1,25,10 to 100 hours,,No education,N,N,N,Y,,Y,0,,,,Open motorboat,,17,Outboard,,Aluminum,,Gas,Propeller,Changing speed,,Hunting,,-1,PRODIGY,FLAT BOTTOM,PRO72701I718,,,1,60,6,3,,2018,,N,2,0,,2,1,0,10000.0,"DAMAGE TO MOTOR STEERING HANDLE(BROKEN OFF), DAMAGE TO COWLING AND ELECTRONICES ON TOP OF MOTOR, DAM",,NONE,,,0.0,2.0
OK-2023-0002,1,OK 3289 BZ,Collision with recreational vessel,Person ejected from vessel,Person struck by vessel,,Excessive speed,Navigation rules violation,Restricted vision,,,,,,-1,54,101 to 500 hours,,No education,Y,N,N,Y,,,0,,,,Open motorboat,,21,Outboard,,Fiberglass,,Gas,Propeller,Changing direction,,Fishing,Fishing tournament,0,SKEETER,FX21,STE15070A616,YAMAHA,,1,250,7,3,,2016,,N,2,0,,5,1,0,20000.0,VESSEL WAS STRUCK ON THE STARBOARD SIDE FROM THE OPERATORS SEAT AREA TO THE MOTOR AREA. EXTENSIVE HU,,NONE,,,0.0,2.0
OK-2023-0002,2,OK 5617 EF,Collision with recreational vessel,Person ejected from vessel,,,Excessive speed,Navigation rules violation,Restricted vision,,,,,,-1,61,101 to 500 hours,,No education,Y,N,N,Y,,,0,,,,Open motorboat,,20,Outboard,,Aluminum,,Gas,Propeller,Changing direction,,Fishing,Fishing tournament,0,PHOENIX,721,CJJP4117F819,MERCURY,,1,250,7,3,,2019,,N,2,0,,5,1,0,10000.0,PORT SIDE DAMAGE. BOW DAMAGE FROM COLLISION WITH OTHER VESSEL.,,NONE,,,0.0,0.0
OK-2023-0003,1,NONE,Falls overboard,,,,Alcohol,Operator inexperience,Weather,,,,,,-1,49,Under 10 hours,,No education,N,Y,N,Y,,,0,,,,Standup paddleboard,,10,No engine,,Plastic,,No fuel,Manual,Rowing/paddling,,Boating/relaxation,,0,HAPFAN,INFLATABLE PADDLEBOARD,NONE,,,0,0,2,,8,,,N,1,0,,0,0,0,0.0,NONE,0.0,NONE,,,1.0,0.0
OK-2023-0005,1,OK 5617 BN,Falls overboard,,,,Sudden medical condition,,,,,,,,-1,27,101 to 500 hours,,No education,N,N,N,Y,,,0,,,,Open motorboat,,20,Outboard,,Fiberglass,,Gas,Propeller,At anchor,,Fishing,,0,SKEETER,ZX-225,STE43221H001,YAMAHA,,1,225,7,2,2,2001,,N,2,0,,4,1,0,0.0,NONE,0.0,NONE,,,1.0,0.0
OK-2023-0006,1,TX6292DX,Collision with submerged object,Person ejected from vessel,Person struck by propeller,,Other,,,Unseen water hazard,,,,,,66,10 to 100 hours,,No education,N,N,N,Y,,,0,,,,Open motorboat,,16,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Fishing,,0,Xpress,OPEN,JBC86710K516,YAMAHA,,1,50,6,1,9,2016,,N,3,0,,4,1,0,250.0,SCRATCHES TO HULL,,NONE,,,0.0,1.0
OK-2023-0007,1,NONE,Capsizing,Person ejected from vessel,,,Operator inexperience,,,,,,,,,27,Unknown,,No education,N,N,N,Y,,,0,,,,Kayak,,10,No engine,,Fiberglass,,No fuel,Manual,Rowing/paddling,,Fishing,,0,SUNDOLPHIN,JOURNEY 10 SS KAYAK,JOK39435K617,,,0,0,2,0,10,2017,,N,1,0,,0,0,0,0.0,NONE,0.0,NONE,,,1.0,0.0
OK-2023-0008,1,OK-8572-BR,Collision with recreational vessel,,,,Improper lookout,,,,,,,,-1,67,101 to 500 hours,,No education,Y,N,N,Y,,,0,,,,Open motorboat,,19,Outboard,,Fiberglass,,Gas,Propeller,At anchor,,Fishing,,0,SKEETER,ZX190,STE07251B707,YAMAHA,,1,150,6,1,8,2007,,Y,1,0,,,,0,14000.0,"Damage to the Starboard side of stern , approx. 2 ft gash protruding through fiber glass. Motor was ",,NONE,,,0.0,0.0
OK-2023-0008,2,OK-8182-BL,Collision with recreational vessel,,,,Operator inattention,,,,,,,,-1,78,101 to 500 hours,,No education,Y,N,N,Y,,,0,,,,Open motorboat,,20,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,0,TRACKER,NITRO,BUJ04145C595,MARINER,,1,200,6,1,10,1995,,Y,1,0,,,,0,8500.0,FRONT END DAMAGE DUE TO STRIKING ANOTHER VESSEL IN STARBOARD SIDE.,,NONE,,,0.0,0.0
OK-2023-0010,1,TX 4840 AF,Collision with floating object,Person ejected from vessel,,,Operator inattention,Excessive speed,,,,,,,-1,72,101 to 500 hours,,No education,N,N,N,Y,,,0,,,,Open motorboat,,18,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,NITRO,591,BUJ35958A606,MERCURY,,1,150,7,1,11,2006,,N,1,0,,4,1,0,0.0,NO VESSEL DAMAGE. VESSEL WAS ABLE TO BE STOPPED BEFORE ANY DAMAGE HAD OCCURED.,,NO DAMAGES,,,1.0,0.0
OK-2023-0011,1,4322EH,Collision with floating object,Person ejected from vessel,Fall in vessel,,Improper lookout,Operator inattention,,,,,,,-1,53,101 to 500 hours,,No education,Y,N,N,Y,,,0,,,,Open motorboat,,18,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,NITRO,Z18,BUJ70380B121,MERCURY,,1,175,7,1,7,2021,,N,2,0,,,,0,8000.0,CROSS SHAPED CRACK 44 INCHES FROM THE POINT OF THE BOW AND 12 INCHES DOWN FROM THE BUMP GUARD.THE CR,,NO NON VESSEL DAMAGE.,,,0.0,2.0
OK-2023-0012,1,OK-2599-BP,Grounding,Person ejected from vessel,,,Improper lookout,,,,,,,,-1,62,10 to 100 hours,,No education,N,N,N,Y,,,0,,,,Open motorboat,,17,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,0,LOWE,JON,0MCL0839F900,EVINRUDE,,1,70,5,2,,2000,,N,2,0,,,,0,1500.0,"DAMAGE TO SKAG ON MOTOR, DAMAGE TO UNDERSIDE OF HULL, CONSISTENT WITH STRIKING A STUMP.",,NONE,,,0.0,2.0
OK-2023-0013,1,OK 8766RD,Collision with submerged object,Flooding/swamping,Sinking,,Improper lookout,,,,,,,,-1,35,101 to 500 hours,,No education,N,N,N,Y,,N,0,,,,Open motorboat,,22,Inboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,EPIC,23V,GQE23031L213,MERCRUISER,,1,330,8,2,,2013,,N,4,0,,,,0,10000.0,HOLE IN PORT SIDE STERN AREA AND DAMAGE TO PROPELLOR,,NO OTHER DAMAGE,,,0.0,0.0
OK-2023-0014,1,OK-0817-RF,Person ejected from vessel,,,,Navigation rules violation,Operator inexperience,Force of wake/wave,,,,,,-1,21,101 to 500 hours,,No education,Y,N,N,Y,,,0,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,0,SEADOO,00021PE00,YDV53505A323,,,1,300,3,,10,2023,,N,2,0,,2,1,0,0.0,NONE,,NONE,,,0.0,1.0
OK-2023-0015,1,OK1524RF,Capsizing,Person ejected from vessel,,,Weather,Operator inattention,Hazardous waters,,,,,,-1,32,101 to 500 hours,,No education,N,N,N,Y,,Y,0,,,,Pontoon,,18,Inboard,,Plastic,,Gas,Water jet,Changing speed,,Boating/relaxation,,0,SEADOO,TRITOON,YDV79000C323,ROTAX,,1,170,7,6,9,2023,,N,6,0,,6,1,0,5000.0,DAMAGE TO GUNWHALE AND BIMINI TOP STRUCTURE,0.0,NO DAMAGES,,,0.0,1.0
OK-2023-0016,1,TX-5768-JA,Grounding,,,,Operator inattention,Navigation rules violation,,,,,,,-1,46,10 to 100 hours,,No education,N,N,N,Y,,,0,,,,Open motorboat,,18,Sterndrive,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,-1,MAXUM,1800 SR,USJD51MEF595,MERCRUISER,,1,190,7,4,,1995,,N,2,0,,,,0,10000.0,"DAMAGE TO HULL AND LOWER POWER UNIT, PROPELLER",,NO DAMAGES,,,0.0,0.0
OK-2023-0017,1,OK-1703-BD,Flooding/swamping,Capsizing,Person ejected from vessel,,Weather,Hazardous waters,Machinery failure,,,,Electrical,,-1,31,10 to 100 hours,,No education,N,N,N,Y,,,0,,,,Open motorboat,,17,Outboard,,Fiberglass,,Gas,Propeller,Trolling,,Fishing,,0,XKB,OPEN,BAWG0579M791,JOHNSON,,1,150,5,2,,1979,,Y,3,0,,4,1,0,2500.0,COMPLETE WATER DAMAGE AS WELL HULL DAMAGES DUE TO ROCKS,1000.0,ALL FISHING EQUIPMENT SANK INTO LAKE,,,0.0,0.0
OK-2023-0018,1,OK-9812-TA,Fire/explosion (fuel),,,,Operator inattention,Ignition of spilled fuel or vapor,,,,,,,-1,58,101 to 500 hours,,No education,N,N,N,Y,,,0,,,,Cabin motorboat,,28,Sterndrive,,Fiberglass,,Gas,Propeller,Tied to dock/mooring,,Fueling,,0,SEA SPRITE,280,UMA2J079J798,GM,,1,250,8,6,6,1998,,N,1,0,,,,0,10000.0,FIRE DAMAGE TO CABIN AREA OF VESSEL,500.0,MINOR DAMAGES TO PERSONAL ITEMS IN FIRE DAMAGED CABIN AREA.,,,0.0,1.0
OK-2023-0019,1,OK 4764 TA,Flooding/swamping,,,,Weather,Hazardous waters,,,,,,,-1,44,10 to 100 hours,,No education,Y,N,N,Y,,,0,,,,Open motorboat,,21,Sterndrive,,Fiberglass,,Gas,Propeller,Changing speed,,Boating/relaxation,,0,TAHOE,215XI,BUJ93298B818,MERCRUISER,,1,200,8,4,6,2018,,N,4,0,,8,1,0,15000.0,OVERALL WATER DAMAGE . VESSEL SANK IN APPRX. 4 FOOT OF WATER.,,NO OTHER DAMGES OTHER THAN VESSEL.,,,0.0,0.0
OK-2023-0020,1,OK 7673 CJ,Grounding,,,,Improper lookout,Operator inattention,,,,,,,-1,51,101 to 500 hours,,No education,N,N,N,Y,,,0,,,,Open motorboat,,23,Sterndrive,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,MIRAGE,RUNABOUT,MCJ23006G798,MERCRUISER,,1,285,8,3,6,1998,,N,2,0,,6,1,0,3000.0,DAMAGE TO BOTTOM OF HULL AND TO OUTDRIVE FROM STRIKING A ROCK LEDGE UNDER THE WATER.,,NO OTHER DAMAGES,,,0.0,0.0
OK-2023-0021,1,OK4927RD,Collision with floating object,Person struck by vessel,Person struck by propeller,,Operator inexperience,Improper lookout,Operator inattention,,,,,,-1,37,Under 10 hours,,No education,N,N,N,Y,,,0,,,,Open motorboat,,26,Sterndrive,,Fiberglass,,Gas,Propeller,Changing speed,,Boating/relaxation,,0,FOURWINNS,SL262,GFNCP075C808,VOLVO,,1,375,8,6,3,2008,,N,3,0,,,1,0,0.0,NO DAMAGE,,NO DAMAGES,,,0.0,1.0
OK-2023-0022,1,OK7849RB,Collision with recreational vessel,,,,Navigation rules violation,,,,,,,,-1,52,101 to 500 hours,,No education,N,N,N,Y,,N,0,,,,Open motorboat,,21,Sterndrive,,Fiberglass,,Gas,Propeller,Changing speed,,Boating/relaxation,,0,ESSEX,STERLING,MAPLS347B999,,,1,415,7,6,0,1999,,N,5,0,,8,1,0,2000.0,18-20 INCH CRACK IN FIBERGLASS HULL(FROM CENTER LINE OF HULL BY BOW EYE GOING LEFT AND UPWARDS PAST ,0.0,NO DAMAGES,,,0.0,0.0
OK-2023-0022,2,TX9945EB,Collision with recreational vessel,,,,Operator inattention,Improper lookout,,,,,,,0,30,101 to 500 hours,,No education,Y,N,N,Y,,Y,0,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Changing speed,,Boating/relaxation,,-1,YAMAHA,PWC,YAMA3014K718,YAMAHA,,1,115,4,3,0,2018,,N,1,0,,2,1,0,2000.0,FIBERGLASS DAMAGE TO TOP FRONT BELOW STEERING COLUMN DOWN PAST BOW EYE.,0.0,NO OTHER DAMAGES,,,0.0,0.0
OK-2023-0023,1,OK1635RD,Fire/explosion (fuel),,,,Failure to vent,Ignition of spilled fuel or vapor,Operator inexperience,,,,,,-1,61,Unknown,,No education,N,N,N,Y,,,0,,,,Open motorboat,,21,Sterndrive,,Fiberglass,,Gas,Propeller,Tied to dock/mooring,,Fueling,,0,SUNTRACKER,PARTY DECK,BUJ35665D404,,,1,190,8,,,2008,,Y,5,0,,8,1,1,1000.0,TOTAL DAMAGE DUE TO ONBOARD FIRE,500.0,MISC. BOATING EQUIPMENT,,,0.0,3.0
OK-2023-0024,1,OK-1701-CC,Person ejected from vessel,Capsizing,,,Alcohol,Excessive speed,Sharp turn,,,,,,-1,22,Unknown,,No education,Y,Y,N,Y,,,-1,,,,Open motorboat,,18,Inboard,,Fiberglass,,Gas,Propeller,Changing direction,,Boating/relaxation,,0,RAS,RAFT,OTCP061343,,,1,285,,,,1972,,Y,4,0,,4,,0,8500.0,"TOTALY SUBMERGED, UPSIDE DOWN INTO MUD FLAT. SCRATCHES ON SIDES",0.0,NO DAMAGES OTHER THAN VESSEL,,,0.0,2.0
OK-2023-0025,1,25B049207,Grounding,Fall in vessel,,,Operator inattention,Improper lookout,Excessive speed,,,,,,-1,61,101 to 500 hours,,No education,N,N,N,Y,,,0,,,,Open motorboat,,30,Inboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,CHAPPARAL,307SSX,FGBB0142A323,VOLVO,,1,430,9,,,2023,,N,2,0,,,,0,20000.0,MAJOR FIBERGLASS DAMAGE FROM IMPACTING ROCKS TO THE UNDERSIDE OF THE HULL.,,NO DAMAGES OTHER THAN VESSEL.,,,0.0,1.0
OK-2023-0026,1,TX6566BJ,Grounding,,,,Alcohol,Excessive speed,Improper lookout,,,,,,-1,40,10 to 100 hours,,No education,N,Y,N,Y,,,-1,,,,Open motorboat,,22,Inboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,TIGE,ZR2,TIX0787CI011,UNKNOWN,,1,,8,4,,2011,,N,4,0,,,,0,4000.0,DAMAGES TO FIBERGLASS BOTTOM HULL AND WINDSHIELD.,,VESSEL ONLY DAMGES,,,0.0,0.0
OK-2023-0027,1,UNKNOWN- HIT AND RUN,Person struck by vessel,,,,Operator inattention,Operator inexperience,,,,,,,,,Unknown,,Unknown,,,,,,,,,,,Kayak,,,No engine,,Fiberglass,,No fuel,Manual,Rowing/paddling,,Whitewater,,,UNKNOWN,,,,,0,0,,,,,,,1,0,,,,0,,,,NONE,,,0.0,1.0
OK-2023-0028,1,0969EJ,Collision with fixed object,Person struck by vessel,,,Excessive speed,Operator inexperience,Other,Passenger/skier behavior,,,,,-1,44,Under 10 hours,,No education,N,N,N,Y,,,0,,,,Pontoon,,22,Outboard,,Aluminum,,Gas,Propeller,Changing speed,,Boating/relaxation,,-1,SPIRIT,221TT,BSV51715A222,HONDA,,1,115,8,2,4,2022,,N,4,0,,12,1,0,0.0,NO DAMAGES TO VESSEL,,NO OTHER DAMAGES,,,0.0,1.0
OK-2023-0029,1,UNKNOWN,Flooding/swamping,Sinking,Person ejected from vessel,,Force of wake/wave,Operator inexperience,,,,,,,-1,21,10 to 100 hours,,No education,N,N,N,Y,,,0,,,,Open motorboat,,24,Inboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,0,PAVATI,AL-26,H1GW01233223,RAPTOR,,1,575,8,2,4,2023,,N,9,0,,,,0,200000.0,VESSEL SANK IN DEEP WATER AND REMAINS THERE AT THE TIME OF REPORT SUBMISSION.,2000.0,MISC. BOATING ITEMS STILL ON BOARD VESSEL THAT HAS SANK BEYOND REACH.,,,0.0,0.0
OK-2023-0030,1,OK9283RC,Person ejected from vessel,,,,Navigation rules violation,Alcohol,,,,,,,0,29,101 to 500 hours,,No education,Y,N,N,Y,,,0,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,0,SEADOO,GTX230,YDV42373K819,ROTAX,,1,230,4,1,,2019,,N,2,0,,2,1,0,0.0,NO DAMAGE TO VESSEL,,NO OTHER DAMAGES,,,0.0,1.0
OK-2023-0031,1,OK5352ED,Grounding,Collision with fixed object,,,Alcohol,Operator inattention,,,,,,,-1,40,101 to 500 hours,,No education,N,Y,N,Y,,,-1,0.2,,,Pontoon,,27,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,-1,INFINITY,270,LWC02372J718,,,1,300,7,3,6,2018,,N,3,0,,,,0,3500.0,"DAMAGE TO THE FRONT PORT SIDE PONTOON, FRONT PORT SIDE RAILING AND STARBOARD RAILING.",0.0,NO OTHER DAMAGES,,,0.0,0.0
OK-2023-0032,1,OK7757RA,Skier mishap,Collision with recreational vessel,,,Improper lookout,Navigation rules violation,Sharp turn,,,,,,-1,39,10 to 100 hours,,No education,Y,N,N,Y,,,0,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,Changing direction,,Towed watersports,,0,YAMAHA,VX1100C,YAMA2627K112,YAMAHA,,1,110,3,1,6,2012,,N,1,3,,1,1,0,0.0,NO VESSEL DAMAGES,,NO DAMAGES,,,0.0,3.0
OK-2023-0032,2,OK9176EH,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,,,No operator,,No operator,,,,,,,,,,,Pontoon,,21,Outboard,,Aluminum,,Gas,Propeller,Other,Beached,None; not in use,,0,SUN TRACKER,PARTY BARGE,BUJ19642J122,MERCURY,,1,90,8,2,,2022,,N,0,0,,14,1,0,0.0,NO VESSEL DAMAGE,,NO OTHER DAMAGES,,,0.0,0.0
OK-2023-0033,1,OK0249RF,Collision with recreational vessel,,,,Improper lookout,Navigation rules violation,Restricted vision,,,,,,-1,34,10 to 100 hours,,No education,Y,N,N,Y,,Y,0,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,Changing direction,,Boating/relaxation,,-1,KAWASAKI,ULTRA 250,KAW41509J708,,,1,250,3,1,7,2008,,N,1,0,,3,1,0,1000.0,DEEP GOUGES APPROXIMATELY 18 INCHES LONG FROM HULL CENTERLINE EXTENDING UPWARD TOWARD BOW EYE ON POR,0.0,NO OTHER DAMAGES,,,0.0,0.0
OK-2023-0033,2,OK3475CL,Collision with recreational vessel,,,,Navigation rules violation,,,,,,,,0,36,10 to 100 hours,,No education,Y,N,N,Y,,,0,,,,Personal watercraft,,15,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,-1,POLARIS,GENESIS,PLE20751I203,,,1,135,3,1,5,2003,,N,1,0,,4,1,0,1500.0,CRACK IN PORT FOOT WELL MEASURING APPROXIMATELY 8 INCHES LONG AND APPROXIMATELY 3 INCHES WIDE.,,NO OTHER DAMAGES,,,0.0,0.0
OK-2023-0034,1,OK0108EH,Flooding/swamping,,,,Weather,Hazardous waters,Machinery failure,,,,Engine,,-1,20,10 to 100 hours,,No education,Y,N,N,Y,,,0,,,,Open motorboat,,22,Inboard,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,SANGER,231SL,SANMX166H920,INDMAR,,1,398,8,5,,2020,,N,6,0,,,1,0,5000.0,VESSEL WAS SWAMPED BY LARGE WAVE. WATER INTO ENGINE COMPARTMENT CAUSING MOTOR DAMAGE.,,NO OTHER DAMAGE REPORTED.,,,0.0,0.0
OK-2023-0035,1,OK-0257-RC,Collision with recreational vessel,,,,Operator inattention,,,,,,,,-1,40,101 to 500 hours,,No education,Y,N,N,Y,,,0,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,Changing direction,,Boating/relaxation,,0,SEA-DOO,BRP RXT,YDV28238E606,ROTAX,,1,215,4,3,8,2006,,N,1,0,,1,1,0,5000.0,SEVERAL CRACKS IN FIBERGLASS ON LEFT SIDE OF VESSEL,,NO OTHER DAMAGES,,,0.0,0.0
